id,PUMA10,ST,NP,TYPE,TEN,HHT,HUPAOC,HUPARC,MULTG,NR,PARTNER,HHAGE,HHSEX,HHRACE,HHHISP,NPU18withEXC,PP_0-5,PP_6-17,PP_60-64,PP_65-74,PP_75,PP_0-5_withEXC,PP_6-17_withEXC
30017410,12702,12,02,1,3,1,4,4,1,0,0,4,1,6,1,0,0,0,0,0,0,0,0
30017411,12702,12,02,1,3,1,4,4,1,0,0,4,1,6,1,0,0,0,0,0,0,0,0
30017412,12702,12,02,1,3,1,4,4,1,0,0,4,1,6,1,0,0,0,0,0,0,0,0
30017413,12702,12,02,1,3,1,4,4,1,0,0,4,1,6,1,0,0,0,0,0,0,0,0
30017414,12702,12,02,1,3,1,4,4,1,0,0,4,1,6,1,0,0,0,0,0,0,0,0
30017415,12702,12,02,1,3,1,4,4,1,0,0,4,1,6,1,0,0,0,0,0,0,0,0
30017416,12702,12,02,1,3,1,4,4,1,0,0,4,1,6,1,0,0,0,0,0,0,0,0
30017417,12702,12,02,1,3,1,4,4,1,0,0,4,1,6,1,0,0,0,0,0,0,0,0
30017418,12702,12,02,1,3,1,4,4,1,0,0,4,1,6,1,0,0,0,0,0,0,0,0
30017419,12702,12,02,1,3,1,4,4,1,0,0,4,1,6,1,0,0,0,0,0,0,0,0
30017420,12702,12,02,1,3,1,4,4,1,0,0,4,1,6,1,0,0,0,0,0,0,0,0
30017421,12702,12,02,1,3,1,4,4,1,0,0,4,1,6,1,0,0,0,0,0,0,0,0
30017422,12702,12,02,1,3,1,4,4,1,0,0,4,1,6,1,0,0,0,0,0,0,0,0
30017423,12702,12,02,1,3,1,4,4,1,0,0,4,1,6,1,0,0,0,0,0,0,0,0
30017424,12702,12,02,1,3,1,4,4,1,0,0,4,1,6,1,0,0,0,0,0,0,0,0
30017425,12702,12,02,1,3,1,4,4,1,0,0,4,1,6,1,0,0,0,0,0,0,0,0
30017426,12702,12,02,1,3,1,4,4,1,0,0,4,1,6,1,0,0,0,0,0,0,0,0
30017427,12702,12,02,1,3,1,4,4,1,0,0,4,1,6,1,0,0,0,0,0,0,0,0
30017428,12702,12,02,1,3,1,4,4,1,0,0,4,1,6,1,0,0,0,0,0,0,0,0
30017429,12702,12,02,1,3,1,4,4,1,0,0,4,1,6,1,0,0,0,0,0,0,0,0
30017430,12702,12,02,1,3,1,4,4,1,0,0,4,1,6,1,0,0,0,0,0,0,0,0
30017431,12702,12,02,1,3,1,4,4,1,0,0,4,1,6,1,0,0,0,0,0,0,0,0
30017432,12702,12,02,1,3,1,4,4,1,0,0,4,1,6,1,0,0,0,0,0,0,0,0
30017433,12702,12,02,1,3,1,4,4,1,0,0,4,1,6,1,0,0,0,0,0,0,0,0
30017434,12702,12,02,1,3,1,4,4,1,0,0,4,1,6,1,0,0,0,0,0,0,0,0
30017435,12702,12,02,1,3,1,4,4,1,0,0,4,1,6,1,0,0,0,0,0,0,0,0
30017436,12702,12,02,1,3,1,4,4,1,0,0,4,1,6,1,0,0,0,0,0,0,0,0
30017437,12702,12,02,1,3,1,4,4,1,0,0,4,1,6,1,0,0,0,0,0,0,0,0
30017438,12702,12,02,1,3,1,4,4,1,0,0,4,1,6,1,0,0,0,0,0,0,0,0
30017439,12702,12,02,1,3,1,4,4,1,0,0,4,1,6,1,0,0,0,0,0,0,0,0
30017440,12702,12,02,1,3,1,4,4,1,0,0,4,1,6,1,0,0,0,0,0,0,0,0
30017441,12702,12,02,1,3,1,4,4,1,0,0,4,1,6,1,0,0,0,0,0,0,0,0
30017442,12702,12,02,1,3,1,4,4,1,0,0,4,1,6,1,0,0,0,0,0,0,0,0
30017443,12702,12,02,1,3,1,4,4,1,0,0,4,1,6,1,0,0,0,0,0,0,0,0
30017444,12702,12,02,1,3,1,4,4,1,0,0,4,1,6,1,0,0,0,0,0,0,0,0
30017445,12702,12,02,1,3,1,4,4,1,0,0,4,1,6,1,0,0,0,0,0,0,0,0
30017446,12702,12,02,1,3,1,4,4,1,0,0,4,1,6,1,0,0,0,0,0,0,0,0
30017447,12702,12,02,1,3,1,4,4,1,0,0,4,1,6,1,0,0,0,0,0,0,0,0
30017448,12702,12,02,1,3,1,4,4,1,0,0,4,1,6,1,0,0,0,0,0,0,0,0
30017449,12702,12,02,1,3,1,4,4,1,0,0,4,1,6,1,0,0,0,0,0,0,0,0
30017450,12702,12,02,1,3,1,4,4,1,0,0,4,1,6,1,0,0,0,0,0,0,0,0
30017451,12702,12,02,1,3,1,4,4,1,0,0,4,1,6,1,0,0,0,0,0,0,0,0
30017452,12702,12,02,1,3,1,4,4,1,0,0,4,1,6,1,0,0,0,0,0,0,0,0
30017453,12702,12,02,1,3,1,4,4,1,0,0,4,1,6,1,0,0,0,0,0,0,0,0
30017454,12702,12,02,1,3,1,4,4,1,0,0,4,1,6,1,0,0,0,0,0,0,0,0
30017455,12702,12,02,1,3,1,4,4,1,0,0,4,1,6,1,0,0,0,0,0,0,0,0
30017456,12702,12,02,1,3,1,4,4,1,0,0,4,1,6,1,0,0,0,0,0,0,0,0
30017457,12702,12,02,1,3,1,4,4,1,0,0,4,1,6,1,0,0,0,0,0,0,0,0
30017458,12702,12,02,1,3,1,4,4,1,0,0,4,1,6,1,0,0,0,0,0,0,0,0
30018878,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018879,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018880,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018881,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018882,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018883,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018884,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018885,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018886,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018887,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018888,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018889,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018890,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018891,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018892,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018893,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018894,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018895,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018896,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018897,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018898,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018899,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018900,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018901,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018902,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018903,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018904,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018905,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018906,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018907,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018908,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018909,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018910,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018911,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018912,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018913,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018914,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018915,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018916,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018917,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018918,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018919,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018920,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018921,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018922,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018923,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018924,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018925,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018926,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018927,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018928,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018929,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018930,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018931,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018932,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018933,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018934,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018935,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018936,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018937,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018938,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018939,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018940,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018941,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018942,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018943,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018944,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018945,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018946,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018947,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018948,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018949,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018950,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018951,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018952,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018953,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018954,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018955,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018956,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018957,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018958,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018959,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018960,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018961,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018962,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018963,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018964,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018965,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018966,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018967,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018968,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018969,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30018970,12702,12,01,1,1,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
30030091,12702,12,01,1,3,4,4,4,1,0,0,5,1,1,0,0,0,0,0,0,0,0,0
30030092,12702,12,01,1,3,4,4,4,1,0,0,5,1,1,0,0,0,0,0,0,0,0,0
30030093,12702,12,01,1,3,4,4,4,1,0,0,5,1,1,0,0,0,0,0,0,0,0,0
30030094,12702,12,01,1,3,4,4,4,1,0,0,5,1,1,0,0,0,0,0,0,0,0,0
30030095,12702,12,01,1,3,4,4,4,1,0,0,5,1,1,0,0,0,0,0,0,0,0,0
30030096,12702,12,01,1,3,4,4,4,1,0,0,5,1,1,0,0,0,0,0,0,0,0,0
30030097,12702,12,01,1,3,4,4,4,1,0,0,5,1,1,0,0,0,0,0,0,0,0,0
30030098,12702,12,01,1,3,4,4,4,1,0,0,5,1,1,0,0,0,0,0,0,0,0,0
30030099,12702,12,01,1,3,4,4,4,1,0,0,5,1,1,0,0,0,0,0,0,0,0,0
30030100,12702,12,01,1,3,4,4,4,1,0,0,5,1,1,0,0,0,0,0,0,0,0,0
30030101,12702,12,01,1,3,4,4,4,1,0,0,5,1,1,0,0,0,0,0,0,0,0,0
30030102,12702,12,01,1,3,4,4,4,1,0,0,5,1,1,0,0,0,0,0,0,0,0,0
30030103,12702,12,01,1,3,4,4,4,1,0,0,5,1,1,0,0,0,0,0,0,0,0,0
30030104,12702,12,01,1,3,4,4,4,1,0,0,5,1,1,0,0,0,0,0,0,0,0,0
30030105,12702,12,01,1,3,4,4,4,1,0,0,5,1,1,0,0,0,0,0,0,0,0,0
30030106,12702,12,01,1,3,4,4,4,1,0,0,5,1,1,0,0,0,0,0,0,0,0,0
30030107,12702,12,01,1,3,4,4,4,1,0,0,5,1,1,0,0,0,0,0,0,0,0,0
30030108,12702,12,01,1,3,4,4,4,1,0,0,5,1,1,0,0,0,0,0,0,0,0,0
30030109,12702,12,01,1,3,4,4,4,1,0,0,5,1,1,0,0,0,0,0,0,0,0,0
30030110,12702,12,01,1,3,4,4,4,1,0,0,5,1,1,0,0,0,0,0,0,0,0,0
30030111,12702,12,01,1,3,4,4,4,1,0,0,5,1,1,0,0,0,0,0,0,0,0,0
30030112,12702,12,01,1,3,4,4,4,1,0,0,5,1,1,0,0,0,0,0,0,0,0,0
30030113,12702,12,01,1,3,4,4,4,1,0,0,5,1,1,0,0,0,0,0,0,0,0,0
30030114,12702,12,01,1,3,4,4,4,1,0,0,5,1,1,0,0,0,0,0,0,0,0,0
30038710,12702,12,02,1,2,1,4,4,1,0,0,7,2,1,0,0,0,0,0,0,1,0,0
30038711,12702,12,02,1,2,1,4,4,1,0,0,7,2,1,0,0,0,0,0,0,1,0,0
30040711,12702,12,02,1,3,3,4,4,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0
30040712,12702,12,02,1,3,3,4,4,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0
30040713,12702,12,02,1,3,3,4,4,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0
30040714,12702,12,02,1,3,3,4,4,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0
30040715,12702,12,02,1,3,3,4,4,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0
30040716,12702,12,02,1,3,3,4,4,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0
30040717,12702,12,02,1,3,3,4,4,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0
30040718,12702,12,02,1,3,3,4,4,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0
30040719,12702,12,02,1,3,3,4,4,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0
30040720,12702,12,02,1,3,3,4,4,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0
30040721,12702,12,02,1,3,3,4,4,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0
30040722,12702,12,02,1,3,3,4,4,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0
30040723,12702,12,02,1,3,3,4,4,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0
30040724,12702,12,02,1,3,3,4,4,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0
30040725,12702,12,02,1,3,3,4,4,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0
30040726,12702,12,02,1,3,3,4,4,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0
30040727,12702,12,02,1,3,3,4,4,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0
30040728,12702,12,02,1,3,3,4,4,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0
30040729,12702,12,02,1,3,3,4,4,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0
30040730,12702,12,02,1,3,3,4,4,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0
30040731,12702,12,02,1,3,3,4,4,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0
30040732,12702,12,02,1,3,3,4,4,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0
30040733,12702,12,02,1,3,3,4,4,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0
30040734,12702,12,02,1,3,3,4,4,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0
30040735,12702,12,02,1,3,3,4,4,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0
30040736,12702,12,02,1,3,3,4,4,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0
30040737,12702,12,02,1,3,3,4,4,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0
30040738,12702,12,02,1,3,3,4,4,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0
30040739,12702,12,02,1,3,3,4,4,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0
30040740,12702,12,02,1,3,3,4,4,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0
30040741,12702,12,02,1,3,3,4,4,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0
30040742,12702,12,02,1,3,3,4,4,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0
30040743,12702,12,02,1,3,3,4,4,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0
30040744,12702,12,02,1,3,3,4,4,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0
30040745,12702,12,02,1,3,3,4,4,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0
30040746,12702,12,02,1,3,3,4,4,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0
30040747,12702,12,02,1,3,3,4,4,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0
30040748,12702,12,02,1,3,3,4,4,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0
30040749,12702,12,02,1,3,3,4,4,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0
30040750,12702,12,02,1,3,3,4,4,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0
30040751,12702,12,02,1,3,3,4,4,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0
30040752,12702,12,02,1,3,3,4,4,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0
30040753,12702,12,02,1,3,3,4,4,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0
30040754,12702,12,02,1,3,3,4,4,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0
30040755,12702,12,02,1,3,3,4,4,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0
30040756,12702,12,02,1,3,3,4,4,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0
30040757,12702,12,02,1,3,3,4,4,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0
30040758,12702,12,02,1,3,3,4,4,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0
30040759,12702,12,02,1,3,3,4,4,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0
30040760,12702,12,02,1,3,3,4,4,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0
30040761,12702,12,02,1,3,3,4,4,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0
30040762,12702,12,02,1,3,3,4,4,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0
30040763,12702,12,02,1,3,3,4,4,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0
30040764,12702,12,02,1,3,3,4,4,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0
30040765,12702,12,02,1,3,3,4,4,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0
30040766,12702,12,02,1,3,3,4,4,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0
30040767,12702,12,02,1,3,3,4,4,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0
30040768,12702,12,02,1,3,3,4,4,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0
30040769,12702,12,02,1,3,3,4,4,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0
30040770,12702,12,02,1,3,3,4,4,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0
30040771,12702,12,02,1,3,3,4,4,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0
30040772,12702,12,02,1,3,3,4,4,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0
30041051,12702,12,02,1,1,7,4,4,1,1,4,4,2,2,0,0,0,0,1,0,0,0,0
30041052,12702,12,02,1,1,7,4,4,1,1,4,4,2,2,0,0,0,0,1,0,0,0,0
30041053,12702,12,02,1,1,7,4,4,1,1,4,4,2,2,0,0,0,0,1,0,0,0,0
30041054,12702,12,02,1,1,7,4,4,1,1,4,4,2,2,0,0,0,0,1,0,0,0,0
30041055,12702,12,02,1,1,7,4,4,1,1,4,4,2,2,0,0,0,0,1,0,0,0,0
30041056,12702,12,02,1,1,7,4,4,1,1,4,4,2,2,0,0,0,0,1,0,0,0,0
30041057,12702,12,02,1,1,7,4,4,1,1,4,4,2,2,0,0,0,0,1,0,0,0,0
30041058,12702,12,02,1,1,7,4,4,1,1,4,4,2,2,0,0,0,0,1,0,0,0,0
30047436,12702,12,02,1,2,1,4,4,1,0,0,4,2,1,0,0,0,0,0,0,0,0,0
30047437,12702,12,02,1,2,1,4,4,1,0,0,4,2,1,0,0,0,0,0,0,0,0,0
30050537,12702,12,01,1,3,6,4,4,1,0,0,3,2,1,0,0,0,0,0,0,0,0,0
30050538,12702,12,01,1,3,6,4,4,1,0,0,3,2,1,0,0,0,0,0,0,0,0,0
30050539,12702,12,01,1,3,6,4,4,1,0,0,3,2,1,0,0,0,0,0,0,0,0,0
30050540,12702,12,01,1,3,6,4,4,1,0,0,3,2,1,0,0,0,0,0,0,0,0,0
30050541,12702,12,01,1,3,6,4,4,1,0,0,3,2,1,0,0,0,0,0,0,0,0,0
30050542,12702,12,01,1,3,6,4,4,1,0,0,3,2,1,0,0,0,0,0,0,0,0,0
30050543,12702,12,01,1,3,6,4,4,1,0,0,3,2,1,0,0,0,0,0,0,0,0,0
30050544,12702,12,01,1,3,6,4,4,1,0,0,3,2,1,0,0,0,0,0,0,0,0,0
30050545,12702,12,01,1,3,6,4,4,1,0,0,3,2,1,0,0,0,0,0,0,0,0,0
30050546,12702,12,01,1,3,6,4,4,1,0,0,3,2,1,0,0,0,0,0,0,0,0,0
30050547,12702,12,01,1,3,6,4,4,1,0,0,3,2,1,0,0,0,0,0,0,0,0,0
30050548,12702,12,01,1,3,6,4,4,1,0,0,3,2,1,0,0,0,0,0,0,0,0,0
